JAN	JanOne	Commercial Services & Supplies	"8.45M
"	0
JANX	Janux Therapeutics	Biotechnology	"654.96M
"	0
JAQC	Jupiter Acquisition	Blank Check / SPAC	"194.75M
"	0
JATT	JATT Acquisition	Blank Check / SPAC	"147.45M
"	0
JAZZ	Jazz Pharmaceuticals	Pharmaceuticals	"8.65B
"	0
JBGS	JBG SMITH Properties	Equity Real Estate Investment Trusts...	"3.56B
"	0
JBHT	J.B. Hunt Transport Services	Road & Rail	"20.19B
"	0
JBI	Janus International Group	Building Products & Equipment	"1.57B
"	0
JBL	Jabil	"""Electronic Equipment, Instruments & C..."""	"8.92B
"	0
JBLU	JetBlue Airways	Airlines	"4.73B
"	0
JBSS	John B. Sanfilippo & Son	Food Products	"921.25M
"	0
JBT	John Bean Technologies	Machinery	"4.31B
"	0
JCI	Johnson Controls International	Building Products	"50.79B
"	0
JCIC	Jack Creek Investment	Blank Check / SPAC	"420.47M
"	0
JCS	Communications Systems	Communications Equipment	"20.32M
"	0
JCTCF	Jewett-Cameron Trading Company	Building Products	"25.71M
"	0
JD	JD.com	Internet & Direct Marketing Retail	"116.62B
"	0
JEF	Jefferies Financial Group	Diversified Financial Services	"8.92B
"	0
JELD	JELD-WEN Holding	Building Products	"2.18B
"	0
JFIN	Jiayin Group	Consumer Finance	"116.69M
"	0
JFU	9F Inc.	Interactive Media & Services	"232.48M
"	0
JG	Aurora Mobile	Software	"110.14M
"	0
JHG	Janus Henderson Group	Capital Markets	"6.38B
"	0
JHX	James Hardie Industries	Construction Materials	"14.93B
"	0
JILL	J.Jill	Specialty Retail	"155.51M
"	0
JJSF	J & J Snack Foods	Food Products	"2.85B
"	0
JKHY	Jack Henry & Associates	IT Services	"12.49B
"	0
JKS	JinkoSolar Holding Company	Semiconductors & Semiconductor Equipment	"2.14B
"	0
JMAC	Jade Mountain Acquisition	Blank Check / SPAC	"116.11M
"	0
JNCE	Jounce Therapeutics	Biotechnology	"387.40M
"	0
JNJ	Johnson & Johnson	Pharmaceuticals	"449.86B
"	0
JNPR	Juniper Networks	Communications Equipment	"10.96B
"	0
JOAN	JOANN	Specialty Retail	"464.52M
"	0
JOBY	Joby Aviation	Airports & Air Services	"2.48B
"	0
JOFF	JOFF Fintech Acquisition	Blank Check / SPAC	"503.53M
"	0
JOUT	Johnson Outdoors	Leisure Products	"905.29M
"	0
JRSH	Jerash Holdings (US)	"""Textiles, Apparel & Luxury Goods"""	"75.98M
"	0
JRVR	James River Group Holdings	Insurance	"1.05B
"	0
JSPR	Jasper Therapeutics	Biotechnology	"27.56M
"	0
JT	Jianpu Technology	Consumer Finance	"19.28M
"	0
JUGG	JAWS Juggernaut Acquisition	Blank Check / SPAC	"335.34M
"	0
JUN	Juniper II	Blank Check / SPAC	"312.14M
"	0
JUPW	Jupiter Wellness	Drug Manufacturers-Specialty & Generic	"24.67M
"	0
JW.A	John Wiley & Sons	Media	"2.90B
"	0
JW.B	John Wiley & Sons	Publishing	"2.94B
"	0
JWAC	Jupiter Wellness Acquisition	Blank Check / SPAC	"163.14M
"	0
JWEL	Jowell Global	Internet Retail	"82.53M
"	0
JWN	Nordstrom	Multiline Retail	"3.67B
"	0
JWSM	Jaws Mustang Acquisition	Blank Check / SPAC	"1.26B
"	0
JXN	Jackson Financial	Asset Management	"3.62B
"	0
JYAC	Jiya Acquisition	Blank Check / SPAC	"136.82M
"	0
JYNT	The Joint	Health Care Providers & Services	"787.69M
"	0
JZXN	Jiuzi Holdings	Auto & Truck Dealerships	"34.93M
"	0
KACL	Kairous Acquisition	Blank Check / SPAC	"103.66M
"	0
KAHC	KKR Acquisition Holdings I	Blank Check / SPAC	"1.67B
"	0
KAI	Kadant	Machinery	"2.45B
"	0
KAII	Kismet Acquisition Two	Blank Check / SPAC	"283.72M
"	0
KAIR	Kairos Acquisition	Blank Check / SPAC	"337.41M
"	0
KALA	Kala Pharmaceuticals	Pharmaceuticals	"58.24M
"	0
KALV	KalVista Pharmaceuticals	Biotechnology	"311.26M
"	0
KAMN	Kaman	Trading Companies & Distributors	"1.12B
"	0
KAR	KAR Auction Services	Commercial Services & Supplies	"1.74B
"	0
KARO	Karooooo	Software-Application	"1.10B
"	0
KAVL	Kaival Brands Innovations Group	Tobacco	"19.55M
"	0
KB	KB Financial Group	Banks	"19.72B
"	0
KBAL	Kimball International	Commercial Services & Supplies	"365.29M
"	0
KBH	KB Home	Household Durables	"3.66B
"	0
KBNT	Kubient	Software-Application	"32.78M
"	0
KBR	"""KBR, Inc."""	IT Services	"6.30B
"	0
KC	Kingsoft Cloud Holdings	IT Services	"2.07B
"	0
KCGI	Kensington Capital Acquisition V	Blank Check / SPAC	"301.96M
"	0
KD	Kyndryl Holdings	Information Technology Services	"3.75B
"	0
KDNY	Chinook Therapeutics	Biotechnology	"683.73M
"	0
KE	Kimball Electronics	"""Electronic Equipment, Instruments & C..."""	"489.72M
"	0
KELYA	Kelly Services	Professional Services	"678.45M
"	0
KELYB	Kelly Services	Professional Services	"672.54M
"	0
KEN	Kenon Holdings	Independent Power and Renewable Elect...	"3.04B
"	0
KEQU	Kewaunee Scientific	Health Care Equipment & Supplies	"41.21M
"	0
KERN	Akerna	Professional Services	"46.19M
"	0
KEX	Kirby	Marine	"3.96B
"	0
KEY	KeyCorp	Banks	"23.73B
"	0
KEYS	Keysight Technologies	"""Electronic Equipment, Instruments & C..."""	"30.90B
"	0
KFRC	Kforce	Professional Services	"1.47B
"	0
KFS	Kingsway Financial Services	Insurance	"127.78M
"	0
KFY	Korn Ferry	Professional Services	"3.70B
"	0
KGC	Kinross Gold	Metals & Mining	"6.86B
"	0
KIDS	OrthoPediatrics	Health Care Equipment & Supplies	"924.88M
"	0
KIM	Kimco Realty	Equity Real Estate Investment Trusts...	"14.89B
"	0
KIND	Nextdoor Holdings	Internet Content & Information	"2.18B
"	0
KINS	Kingstone Companies	Insurance	"58.08M
"	0
KINZ	Kins Technology Group	Blank Check / SPAC	"345.00M
"	0
KIQ	Kelso Technologies	Machinery	"27.27M
"	0
KIRK	Kirkland's	Specialty Retail	"217.16M
"	0
KKR	KKR & Co.	Capital Markets	"42.39B
"	0
KL	Kirkland Lake Gold	Metals & Mining	"9.97B
"	0
KLAC	KLA Corporation	Semiconductors & Semiconductor Equipment	"58.48B
"	0
KLAQ	KL Acquisition	Blank Check / SPAC	"350.03M
"	0
KLDO	Kaleido Biosciences	Pharmaceuticals	"78.37M
"	0
KLIC	Kulicke & Soffa Industries	Semiconductors & Semiconductor Equipment	"3.40B
"	0
KLR	Kaleyra	Software	"373.06M
"	0
KLTR	Kaltura	Software-Infrastructure	"452.94M
"	0
KLXE	KLX Energy Services Holdings	Energy Equipment & Services	"56.70M
"	0
KMB	Kimberly-Clark	Household Products	"46.23B
"	0
KMDA	Kamada	Biotechnology	"271.85M
"	0
KMI	Kinder Morgan	"""Oil, Gas & Consumable Fuels"""	"39.48B
"	0
KMPH	KemPharm	Pharmaceuticals	"250.99M
"	0
KMPR	Kemper	Insurance	"3.35B
"	0
KMT	Kennametal	Machinery	"2.95B
"	0
KMX	CarMax	Specialty Retail	"17.94B
"	0
KN	Knowles	"""Electronic Equipment, Instruments & C..."""	"1.98B
"	0
KNBE	KnowBe4	Software-Infrastructure	"4.29B
"	0
KNDI	Kandi Technologies Group	Auto Components	"239.12M
"	0
KNOP	KNOT Offshore Partners	"""Oil, Gas & Consumable Fuels"""	"506.09M
"	0
KNSA	Kiniksa Pharmaceuticals	Biotechnology	"788.08M
"	0
KNSL	Kinsale Capital Group	Insurance	"4.56B
"	0
KNSW	KnightSwan Acquisition	Blank Check / SPAC	"249.25M
"	0
KNTE	Kinnate Biopharma	Biotechnology	"493.77M
"	0
KNX	Knight-Swift Transportation Holdings	Road & Rail	"9.42B
"	0
KOD	Kodiak Sciences	Biotechnology	"3.22B
"	0
KODK	Eastman Kodak Company	"""Technology Hardware, Storage & Periph..."""	"321.69M
"	0
KOF	Coca-Cola Femsa	Beverages	"11.55B
"	0
KOP	Koppers Holdings	Chemicals	"656.02M
"	0
KOPN	Kopin	Semiconductors & Semiconductor Equipment	"284.87M
"	0
KORE	KORE Group Holdings	Shell Companies	"168.42M
"	0
KOS	Kosmos Energy	"""Oil, Gas & Consumable Fuels"""	"2.13B
"	0
KOSS	Koss Corporation	Household Durables	"78.31M
"	0
KPRX	Kiora Pharmaceuticals	Biotechnology	"9.69M
"	0
KPTI	Karyopharm Therapeutics	Biotechnology	"697.30M
"	0
KR	The Kroger Company	Food & Staples Retailing	"32.45B
"	0
KRA	Kraton	Chemicals	"1.50B
"	0
KRBP	Kiromic BioPharma	Biotechnology	"16.21M
"	0
KRC	Kilroy Realty	Equity Real Estate Investment Trusts...	"7.76B
"	0
KREF	KKR Real Estate Finance Trust	Mortgage Real Estate Investment Trus...	"1.30B
"	0
KRG	Kite Realty Group Trust	Equity Real Estate Investment Trusts...	"4.55B
"	0
KRKR	36Kr Holdings	Interactive Media & Services	"35.48M
"	0
KRMD	Repro Med Systems	Health Care Equipment & Supplies	"136.10M
"	0
KRNL	Kernel Group Holdings	Blank Check / SPAC	"371.22M
"	0
KRNT	Kornit Digital	Machinery	"5.10B
"	0
KRNY	Kearny Financial	Thrifts & Mortgage Finance	"964.44M
"	0
KRO	Kronos Worldwide	Chemicals	"1.68B
"	0
KRON	Kronos Bio	Biotechnology	"506.56M
"	0
KROS	Keros Therapeutics	Biotechnology	"1.15B
"	0
KRP	Kimbell Royalty Partners	"""Oil, Gas & Consumable Fuels"""	"674.80M
"	0
KRT	Karat Packaging	Packaging & Containers	"325.30M
"	0
KRTX	Karuna Therapeutics	Biotechnology	"3.34B
"	0
KRUS	Kura Sushi USA	"""Hotels, Restaurants & Leisure"""	"445.47M
"	0
KRYS	Krystal Biotech	Biotechnology	"1.47B
"	0
KSI	Kadem Sustainable Impact	Blank Check / SPAC	"211.53M
"	0
KSPN	Kaspien Holdings	Specialty Retail	"18.82M
"	0
KSS	Kohl's	Multiline Retail	"8.26B
"	0
KT	KT Corporation	Diversified Telecommunication Services	"6.16B
"	0
KTB	Kontoor Brands	"""Textiles, Apparel & Luxury Goods"""	"2.92B
"	0
KTRA	Kintara Therapeutics	Biotechnology	"21.74M
"	0
KTTA	Pasithea Therapeutics	Biotechnology	"29.99M
"	0
KUKE	Kuke Music Holding	Entertainment	"125.07M
"	0
KULR	KULR Technology Group	Electronic Components	"232.52M
"	0
KURA	Kura Oncology	Biotechnology	"911.81M
"	0
KVHI	KVH Industries	Communications Equipment	"166.12M
"	0
KVSA	Khosla Ventures Acquisition Co.	Blank Check / SPAC	"394.58M
"	0
KVSC	Khosla Ventures Acquisition Co. III	Blank Check / SPAC	"657.24M
"	0
KW	Kennedy-Wilson Holdings	Real Estate Management & Development	"3.18B
"	0
KWAC	Kingswood Acquisition	Blank Check / SPAC	"147.11M
"	0
KWR	Quaker Chemical	Chemicals	"3.72B
"	0
KXIN	Kaixin Auto Holdings	Specialty Retail	"162.11M
"	0
KYCH	Keyarch Acquisition	Blank Check / SPAC	"137.00M
"	0
KYMR	Kymera Therapeutics	Biotechnology	"2.30B
"	0
KZIA	Kazia Therapeutics	Biotechnology	"91.15M
"	0
KZR	Kezar Life Sciences	Biotechnology	"733.03M
"	0
L	Loews	Insurance	"15.37B
"	0
LAAA	Lakeshore Acquisition I	Blank Check / SPAC	"70.32M
"	0
LABP	Landos Biopharma	Biotechnology	"139.20M
"	0
LAD	Lithia Motors	Specialty Retail	"9.02B
"	0
LADR	Ladder Capital	Mortgage Real Estate Investment Trus...	"1.49B
"	0
LAIX	LAIX Inc.	Diversified Consumer Services	"24.82M
"	0
LAKE	Lakeland Industries	"""Textiles, Apparel & Luxury Goods"""	"164.14M
"	0
LANC	Lancaster Colony	Food Products	"4.35B
"	0
LAND	Gladstone Land	Equity Real Estate Investment Trusts...	"1.04B
"	0
LARK	Landmark Bancorp	Banks	"142.06M
"	0
LASR	nLIGHT	"""Electronic Equipment, Instruments & C..."""	"895.98M
"	0
LATG	LatAmGrowth SPAC	Blank Check / SPAC	"162.66M
"	0
LAUR	Laureate Education	Diversified Consumer Services	"2.22B
"	0
LAWS	Lawson Products	Trading Companies & Distributors	"442.12M
"	0
LAX	8i Acquisition 2	Blank Check / SPAC	"101.51M
"	0
LAZ	Lazard	Capital Markets	"4.55B
"	0
LAZY	Lazydays Holdings	Specialty Retail	"204.93M
"	0
LBAI	Lakeland Bancorp	Banks	"1.23B
"	0
LBPH	Longboard Pharmaceuticals	Biotechnology	"71.96M
"	0
LBRDA	Liberty Broadband	Media	"26.41B
"	0
LBRDK	Liberty Broadband	Media	"26.56B
"	0
LBRT	Liberty Oilfield Services	Energy Equipment & Services	"2.31B
"	0
LBTYA	Liberty Global	Media	"14.92B
"	0
LBTYB	Liberty Global	Diversified Telecommunication Services	"15.00B
"	0
LBTYK	Liberty Global	Media	"14.96B
"	0
LC	LendingClub	Consumer Finance	"1.96B
"	0
LCA	Landcadia Holdings IV	Blank Check / SPAC	"606.25M
"	0
LCAA	L Catterton Asia Acquisition	Blank Check / SPAC	"346.68M
"	0
LCAP	Lionheart Acquisition II	Blank Check / SPAC	"295.03M
"	0
LCI	Lannett Company	Pharmaceuticals	"67.12M
"	0
LCII	LCI Industries	Auto Components	"3.15B
"	0
LCNB	LCNB Corporation	Banks	"286.86M
"	0
LCTX	Lineage Cell Therapeutics	Biotechnology	"262.95M
"	0
LDHA	LDH Growth I	Blank Check / SPAC	"280.31M
"	0
LDOS	Leidos Holdings	IT Services	"12.43B
"	0
LEA	Lear Corporation	Auto Components	"10.18B
"	0
LEAP	Ribbit LEAP	Shell Companies	"450.87M
"	0
LECO	Lincoln Electric Holdings	Machinery	"7.62B
"	0
LEDS	SemiLEDs	Semiconductors & Semiconductor Equipment	"16.72M
"	0
LEGA	"""Lead Edge Growth Opportunities,"""	Blank Check / SPAC	"417.45M
"	0
LEJU	Leju Holdings	Internet & Direct Marketing Retail	"97.14M
"	0
LEN	Lennar	Household Durables	"28.03B
"	0
LEN.B	Lennar	Construction & Engineering	"27.90B
"	0
LESL	Leslie's	Home Improvement Retail	"3.88B
"	0
LEU	Centrus Energy	"""Oil, Gas & Consumable Fuels"""	"606.39M
"	0
LEV	The Lion Electric Company	Farm & Heavy Construction Machinery	"1.68B
"	0
LEVI	Levi Strauss & Co.	"""Textiles, Apparel & Luxury Goods"""	"9.14B
"	0
LEXX	Lexaria Bioscience	Biotechnology	"25.23M
"	0
LFAC	LF Capital Acquisition II	Blank Check / SPAC	"280.13M
"	0
LFC	China Life Insurance Company	Insurance	"99.99B
"	0
LFMD	LifeMD	Pharmaceutical Retailers	"117.78M
"	0
LFST	Lifestance Health Group	Medical Care Facilities	"2.87B
"	0
LFT	Lument Finance Trust	REIT-Mortgage	"78.84M
"	0
LFTR	Lefteris Acquisition	Blank Check / SPAC	"253.96M
"	0
LFUS	Littelfuse	"""Electronic Equipment, Instruments & C..."""	"6.69B
"	0
LFVN	LifeVantage	Personal Products	"87.01M
"	0
LGAC	Lazard Growth Acquisition I	Blank Check / SPAC	"700.78M
"	0
LGF.A	Lions Gate Entertainment	Entertainment	"3.44B
"	0
LGF.B	Lions Gate Entertainment	Entertainment	"3.41B
"	0
LGHL	Lion Group Holding	Capital Markets	"38.65M
"	0
LGIH	LGI Homes	Household Durables	"2.99B
"	0
LGL	LGL Group	"""Electronic Equipment, Instruments & C..."""	"56.76M
"	0
LGND	Ligand Pharmaceuticals	Biotechnology	"2.05B
"	0
LGO	Largo	Other Industrial Metals & Mining	"533.34M
"	0
LGST	Semper Paratus Acquisition	Blank Check / SPAC	"497.31M
"	0
LGTO	Legato Merger II	Blank Check / SPAC	"296.84M
"	0
LGV	Longview Acquisition II	Blank Check / SPAC	"840.08M
"	0
LGVC	LAMF Global Ventures I	Blank Check / SPAC	"293.11M
"	0
LGVN	Longeveron	Biotechnology	"160.13M
"	0
LH	Laboratory Corporation of America Holdings	Health Care Providers & Services	"26.12B
"	0
LHAA	Lerer Hippeau Acquisition	Blank Check / SPAC	"283.86M
"	0
LHC	Leo Holdings II	Blank Check / SPAC	"457.73M
"	0
LHCG	LHC Group	Health Care Providers & Services	"3.95B
"	0
LHDX	Lucira Health	Medical Devices	"210.64M
"	0
LHX	L3Harris Technologies	Aerospace & Defense	"41.19B
"	0
LI	Li Auto	Automobiles	"28.19B
"	0
LIAN	LianBio	Biotechnology	"435.76M
"	0
LIBY	Liberty Resources Acquisition	Blank Check / SPAC	"128.74M
"	0
LICY	Li-Cycle Holdings	Waste Management	"1.27B
"	0
LIDR	"""AEye, Inc."""	Auto Parts	"463.15M
"	0
LILA	Liberty Latin America	Diversified Telecommunication Services	"2.51B
"	0
LILAK	Liberty Latin America	Media	"2.50B
"	0
LILM	Lilium	Aerospace & Defense	"1.48B
"	0
LIN	Linde	Chemicals	"164.74B
"	0
LINC	Lincoln Educational Services	Diversified Consumer Services	"182.79M
"	0
LIND	Lindblad Expeditions Holdings	"""Hotels, Restaurants & Leisure"""	"859.43M
"	0
LINK	Interlink Electronics	"""Electronic Equipment, Instruments & C..."""	"67.35M
"	0
LION	Lionheart III	Blank Check / SPAC	"127.21M
"	0
LIQT	LiqTech International	Machinery	"126.22M
"	0
LITB	LightInTheBox Holding Co.	Internet & Direct Marketing Retail	"140.12M
"	0
LITT	Logistics Innovation Technologies	Shell Companies	"413.34M
"	0
LIVN	LivaNova	Health Care Equipment & Supplies	"4.01B
"	0
LIXT	Lixte Biotechnology Holdings	Biotechnology	"28.04M
"	0
LIZI	Lizhi	Internet Content & Information	"72.87M
"	0
LJAQ	LightJump Acquisition	Blank Check / SPAC	"171.62M
"	0
LKCO	Luokung Technology	Interactive Media & Services	"182.18M
"	0
LKFN	Lakeland Financial	Banks	"2.04B
"	0
LKQ	LKQ Corporation	Distributors	"16.24B
"	0
LLL	JX Luxventure	Apparel Manufacturing	"0.00
"	0
LLNW	Limelight Networks	IT Services	"558.84M
"	0
LMACA	Liberty Media Acquisition	Blank Check / SPAC	"723.78M
"	0
LMAT	LeMaitre Vascular	Health Care Equipment & Supplies	"931.18M
"	0
LMB	Limbach Holdings	Construction & Engineering	"86.56M
"	0
LMDX	LumiraDx	Diagnostics & Research	"2.24B
"	0
LMFA	LM Funding America	Diversified Financial Services	"45.58M
"	0
LMND	Lemonade	Insurance	"2.10B
"	0
LMNL	Liminal BioSciences	Biotechnology	"28.56M
"	0
LMNR	Limoneira Company	Food Products	"260.01M
"	0
LMPX	LMP Automotive Holdings	Specialty Retail	"86.29M
"	0
LMST	Limestone Bancorp	Banks	"146.20M
"	0
LNC	Lincoln National	Insurance	"12.86B
"	0
LND	BrasilAgro Cia Brasileira de Propriedades Agricolas	Food Products	"539.60M
"	0
LNDC	Landec	Food Products	"322.82M
"	0
LNFA	L&F Acquisition	Blank Check / SPAC	"217.35M
"	0
LNN	Lindsay	Machinery	"1.41B
"	0
LNSR	LENSAR	Medical Devices	"66.23M
"	0
LNT	Alliant Energy	Electric Utilities	"14.69B
"	0
LNTH	Lantheus Holdings	Health Care Equipment & Supplies	"1.75B
"	0
LOB	Live Oak Bancshares	Banks	"2.55B
"	0
LOCC	Live Oak Crestview Climate Acquisition	Blank Check / SPAC	"249.77M
"	0
LODE	Comstock Mining	Metals & Mining	"103.20M
"	0
LOGC	LogicBio Therapeutics	Biotechnology	"49.76M
"	0
LOGI	Logitech International	"""Technology Hardware, Storage & Periph..."""	"13.51B
"	0
LOKM	Live Oak Mobility Acquisition	Blank Check / SPAC	"307.40M
"	0
LOMA	Loma Negra Compania Industrial Argentina	Construction Materials	"1.59B
"	0
LOOP	Loop Industries	Chemicals	"385.27M
"	0
LOPE	Grand Canyon Education	Diversified Consumer Services	"3.33B
"	0
LOTZ	CarLotz	Auto & Truck Dealerships	"249.62M
"	0
LOV	Spark Networks SE	Interactive Media & Services	"65.37M
"	0
LPCN	Lipocine	Pharmaceuticals	"91.82M
"	0
LPG	Dorian LPG	"""Oil, Gas & Consumable Fuels"""	"486.90M
"	0
LPI	Laredo Petroleum	"""Oil, Gas & Consumable Fuels"""	"1.18B
"	0
LPLA	LPL Financial Holdings	Capital Markets	"14.21B
"	0
LPRO	Open Lending	Capital Markets	"2.41B
"	0
LPSN	LivePerson	Software	"2.06B
"	0
LPTH	LightPath Technologies	"""Electronic Equipment, Instruments & C..."""	"69.65M
"	0
LPTX	Leap Therapeutics	Biotechnology	"187.24M
"	0
LPX	Louisiana-Pacific	Paper & Forest Products	"6.04B
"	0
LQDA	Liquidia	Pharmaceuticals	"311.87M
"	0
LQDT	Liquidity Services	Internet & Direct Marketing Retail	"638.19M
"	0
LRFC	Logan Ridge Finance	Asset Management	"68.02M
"	0
LRMR	Larimar Therapeutics	Biotechnology	"171.08M
"	0
LRN	Stride	Diversified Consumer Services	"1.54B
"	0
LSBK	Lake Shore Bancorp	Thrifts & Mortgage Finance	"84.26M
"	0
LSCC	Lattice Semiconductor	Semiconductors & Semiconductor Equipment	"7.77B
"	0
LSEA	Landsea Homes	Real Estate-Development	"336.46M
"	0
LSF	Laird Superfood	Packaged Foods	"76.06M
"	0
LSI	Life Storage	Equity Real Estate Investment Trusts...	"10.97B
"	0
LSPD	Lightspeed Commerce	Software	"5.13B
"	0
LSPR	Larkspur Health Acquisition	Blank Check / SPAC	"96.64M
"	0
LSTR	Landstar System	Road & Rail	"6.04B
"	0
LTBR	Lightbridge	Professional Services	"48.14M
"	0
LTC	LTC Properties	Equity Real Estate Investment Trusts...	"1.39B
"	0
LTCH	Latch	Software-Application	"927.27M
"	0
LTHM	Livent	Chemicals	"3.77B
"	0
LTRN	Lantern Pharma	Biotechnology	"80.22M
"	0
LTRPA	Liberty TripAdvisor Holdings	Interactive Media & Services	"212.40M
"	0
LTRPB	Liberty TripAdvisor Holdings	Interactive Media & Services	"215.35M
"	0
LTRX	Lantronix	Communications Equipment	"246.27M
"	0
LTRY	Lottery.com	Gambling	"218.15M
"	0
LU	Lufax Holding	Consumer Finance	"12.48B
"	0
LUB	Luby's	"""Hotels, Restaurants & Leisure"""	"86.85M
"	0
LUCD	Lucid Diagnostics	Medical Devices	"125.52M
"	0
LUMO	Lumos Pharma	Biotechnology	"82.65M
"	0
LUNG	Pulmonx	Health Care Equipment & Supplies	"946.39M
"	0
LUV	Southwest Airlines Company	Airlines	"26.74B
"	0
LUXA	Lux Health Tech Acquisition	Blank Check / SPAC	"423.92M
"	0
LVAC	LAVA Medtech Acquisition	Blank Check / SPAC	"129.09M
"	0
LVLU	Lulu's Fashion Lounge Holdings	Apparel Retail	"375.76M
"	0
LVO	LiveOne	Entertainment	"78.35M
"	0
LVOX	LiveVox Holding	Software-Infrastructure	"495.13M
"	0
LVRA	Levere Holdings	Blank Check / SPAC	"329.61M
"	0
LVTX	LAVA Therapeutics	Biotechnology	"150.40M
"	0
LW	Lamb Weston Holdings	Food Products	"9.38B
"	0
LWAY	Lifeway Foods	Food Products	"79.34M
"	0
LWLG	Lightwave Logic	Chemicals	"830.38M
"	0
LX	LexinFintech Holdings	Consumer Finance	"665.84M
"	0
LXEH	Lixiang Education Holding Co.	Education & Training Services	"77.33M
"	0
LXFR	Luxfer Holdings	Machinery	"472.37M
"	0
LXP	Lexington Realty Trust	Equity Real Estate Investment Trusts...	"4.24B
"	0
LXRX	Lexicon Pharmaceuticals	Biotechnology	"488.38M
"	0
LXU	LSB Industries	Chemicals	"937.10M
"	0
LYEL	Lyell Immunopharma	Biotechnology	"1.44B
"	0
LYFT	"""Lyft, Inc."""	Road & Rail	"13.43B
"	0
LYG	Lloyds Banking Group	Banks	"50.44B
"	0
LYLT	Loyalty Ventures	Software-Infrastructure	"698.22M
"	0
LYRA	Lyra Therapeutics	Biotechnology	"56.18M
"	0
LYTS	LSI Industries	Electrical Equipment	"201.36M
"	0
LZ	LegalZoom.com	Internet Content & Information	"3.26B
"	0
LZB	La-Z-Boy	Household Durables	"1.65B
"	0
MAA	Mid-America Apartment Communities	Equity Real Estate Investment Trusts...	"23.63B
"	0
MAAQ	Mana Capital Acquisition	Blank Check / SPAC	"79.83M
"	0
MAC	The Macerich Company	Equity Real Estate Investment Trusts...	"3.52B
"	0
MACA	Moringa Acquisition	Blank Check / SPAC	"260.57M
"	0
MACC	Mission Advancement	Blank Check / SPAC	"418.74M
"	0
MACK	Merrimack Pharmaceuticals	Biotechnology	"75.63M
"	0
MACU	Mallard Acquisition	Blank Check / SPAC	"137.91M
"	0
MAG	MAG Silver	Metals & Mining	"1.38B
"	0
MANH	Manhattan Associates	Software	"8.49B
"	0
MANT	ManTech International	IT Services	"2.88B
"	0
MANU	Manchester United	Entertainment	"2.24B
"	0
MAPS	WM Technology	Software-Application	"338.90M
"	0
MAQC	Maquia Capital Acquisition	Blank Check / SPAC	"225.06M
"	0
MARPS	Marine Petroleum Trust	"""Oil, Gas & Consumable Fuels"""	"9.14M
"	0
MAS	Masco	Building Products	"15.47B
"	0
MASI	Masimo	Health Care Equipment & Supplies	"12.26B
"	0
